Title,Price,Image URL
"STGAubron Gaming PC Diamond Black,Intel Core i7 up to 3.8G,16G,1TB SSD,WiFi,BT 5.0,Radeon RX580 8G,RGB Fan x 6,RGB Keybaord&Mouse&Mouse Pad,RGB Bluetooth Sound Bar,RGB Bluetooth Gaming Mic,W10H64",$514.99 –,https://c1.neweggimages.com/ProductImageCompressAll300/AJP0S2305240HNYWMEE.jpg
"Lenovo ThinkCentre M80q Mini Business Desktop (Intel i5-10500T 6-Core, Intel UHD 630, 8GB RAM, 256GB SSD, WiFi 6, Bluetooth 5.2, RJ-45, 6 USB 3.1, HDMI, Win 10 Pro)",$699.99 (110 Offers)–,https://c1.neweggimages.com/ProductImageCompressAll300/A7ABD2306240GVLE3E6.jpg
"Alienware Aurora R10 Gaming Desktop - AMD Ryzen 9 5900, 32GB DDR4 XMP HyperX Fury RAM, 2TB SDD + 2TB HDD, AMD Radeon RX 6800 XT 16GB GDDR6, Windows 11 Home - Black (Latest Model)
 AWAUR10-9740BLK-PUS","$1,479.99 (3 Offers)–",https://c1.neweggimages.com/ProductImageCompressAll300/A8X5S2112040XTUBXFF.jpg
ADAMANT CUSTOM 24-Core Liquid Cooled Modelling Editing Rendering Workstation Desktop Computer PC Intel Core i9-13900K 3.0GHz Z690 TUF 128GB DDR5 2TB NVMe PCIe 4.0 SSD 8TB HDD 1000W Geforce RTX 4090,"$5,999.99 (3 Offers)–",https://c1.neweggimages.com/ProductImageCompressAll300/AK3PS230520b8Kl1.jpg
"Velztorm Mini Pilum CTO Gaming Desktop PC (AMD Ryzen 7 - 5700X 8-Core, GeForce RTX 3060, 32GB DDR4, 4TB PCIe SSD, 120mm AIO, RGB Fans, 750W PSU, WiFi 5, BT, Win10P) VELZ0058","$2,908.00 –",https://c1.neweggimages.com/ProductImageCompressAll300/A7ABD220717141YSJ8E.jpg
Adamant Custom 16-Core Liquid Cooled Workstation Desktop Computer PC AMD Ryzen 9 7950X 4.5GHz X670 PRIME 128Gb DDR5 1TB NVMe PCIe 4.0 SSD 6TB HDD 750W WiFi Bluetooth HDMI DisplayPort,"$2,349.99 (3 Offers)–",https://c1.neweggimages.com/ProductImageCompressAll300/AK3PS2210317syWq.jpg
Periphio Terra Prebuilt Gaming PC |AMD Ryzen 5 5600G (4.4GHz Turbo) | Radeon Vega 7 Graphics | 1TB M.2 NVMe SSD | 16GB DDR4 RAM | Windows 10 Gaming Desktop Computer | WiFi + BT,$644.97 (27 Offers)–,https://c1.neweggimages.com/ProductImageCompressAll300/BPGTD2310120Y4XL95A.jpg
"Lenovo ThinkCentre M75s Gen 2 SFF Desktop, AMD Radeon, 16GB, 512GB",$734.00 –,https://c1.neweggimages.com/ProductImageCompressAll300/AHRCD23051703YJN81B.jpg
"CLX SET Gaming Desktop - AMD Ryzen 9 7900X 4.7GHz 12-Core Processor, 32GB DDR5 Memory, GeForce RTX 4070 Ti 12GB GDDR6X Graphics 1TB NVMe M.2 SSD, 4TB HDD, WiFi, Win 11 Home 64-bit","$2,699.99 (6 Offers)–",https://c1.neweggimages.com/ProductImageCompressAll300/ABFSD230106136VAX4D.jpg
"Hoengager Desktop-AMD Ryzen 7 5700X 3.4 GHz 8-Core, 32GB DDR4 RAM,1TB M.2 +1TB SATA SSD, Radeon RX 7600 8G, 240 Liquid-Cooled,RGB FansWIFI &Bluetooth ,Win 11 Pro 64bit -Black GALAXY Gaming PC","$1,139.99 (6 Offers)–",https://c1.neweggimages.com/ProductImageCompressAll300/B11ND2311080EM6H5C8.jpg
